binomial,extinction.rate.hackett,extinction.rate.ericson,rab.ex.rate.lumped,rab.ex.rate.split,English_name,TipLabel,Female_plumage_score,Male_plumage_score,Body_size_ppca,Tropical_life_history_ppca,Sexual_selection_ppca,Cooperative_breeding_ppca,Migration_ppca,SDi,range.size.m2,bioclim1,bioclim2,bioclim3,bioclim4,bioclim5,bioclim6,bioclim7,bioclim8,bioclim9,bioclim10,bioclim11,bioclim12,bioclim13,bioclim14,bioclim15,bioclim16,bioclim17,bioclim18,bioclim19,se.bioclim1,se.bioclim2,se.bioclim3,se.bioclim4,se.bioclim5,se.bioclim6,se.bioclim7,se.bioclim8,se.bioclim9,se.bioclim10,se.bioclim11,se.bioclim12,se.bioclim13,se.bioclim14,se.bioclim15,se.bioclim16,se.bioclim17,se.bioclim18,se.bioclim19,cclgmbi1,cclgmbi10,cclgmbi11,cclgmbi12,cclgmbi13,cclgmbi14,cclgmbi15,cclgmbi16,cclgmbi17,cclgmbi18,cclgmbi19,cclgmbi2,cclgmbi3,cclgmbi4,cclgmbi5,cclgmbi6,cclgmbi7,cclgmbi8,cclgmbi9,se.cclgmbi1,se.cclgmbi10,se.cclgmbi11,se.cclgmbi12,se.cclgmbi13,se.cclgmbi14,se.cclgmbi15,se.cclgmbi16,se.cclgmbi17,se.cclgmbi18,se.cclgmbi19,se.cclgmbi2,se.cclgmbi3,se.cclgmbi4,se.cclgmbi5,se.cclgmbi6,se.cclgmbi7,se.cclgmbi8,se.cclgmbi9,NPP,NPP.se,Pop_Density,pop.density.se,X2010.IUCN.Red.List.category,BLFamilyLatin,BLFamilyEnglish,IOCOrder,PassNonPass,OscSubOsc,PCA,Segment.classification,Colour.discriminability
Achaetops pycnopygius,0.009585869,0.001339561,0.005658273,0.004510575,Rockrunner,Achaetops_pycnopygius,46.38888889,44.58333333,-0.220035854,-0.010701075,-0.446237012,-0.445276143,-0.539632293,0.961077844,4.24E+11,210.246,143.067,62.874,2676.493,310.853,83.813,227.04,231.35,171.971,236.814,170.524,425.481,111.926,0,110.001,273.239,0.699,169.17,1.161,0.509512598,0.857137793,0.132633765,23.30129817,0.746139474,1.014075135,1.492790951,0.477333581,0.644764981,0.511463585,0.622164377,8.362562651,2.147008656,0,0.273795477,4.262053141,0.030121526,3.24720764,0.0611295,169.246,193.197,131.659,427.676,105.378,0,107.575,271.476,0.897,192.802,1.368,139.685,63.743,2506.643,261.665,44.041,217.624,190.544,133.304,0.550881979,0.480129895,0.675330134,6.951419802,1.521761109,0,0.325764482,3.47589316,0.039924742,2.960588435,0.061321581,0.816631289,0.119109773,19.13073984,0.571588566,1.055354486,1.262561954,0.491961472,0.688400668,10482.17,639.7331067,10.55503672,0.893482201,LC,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Acridotheres albocinctus,0.010028824,0.014837857,0.031542322,0.02316691,Collared Myna,Acridotheres_albocinctus,58.47222222,59.44444444,NA,NA,NA,NA,NA,1.016627078,3.28E+11,221.245,110.478,46.896,3608.248,317.979,84.685,233.294,249.838,175.493,256.412,166.806,1569.392,316.464,6.015,86.709,868.54,31.792,715.16,33.771,1.094323773,0.245270613,0.047110545,13.46565968,1.354699143,1.21007771,0.505231455,0.921723022,1.313784602,1.051856767,1.13526437,14.79719214,3.611726633,0.142692453,0.198120091,9.950011615,0.611465965,10.21855857,0.580556289,184.046,221.618,127.361,1614.794,358.366,5.79,90.18,887.119,29.164,794.855,35.183,117.12,47.191,3804.373,284.233,38.462,245.771,218.812,135.068,1.08048662,1.033587141,1.118557934,13.49792338,2.810403603,0.147721771,0.250576113,8.939308815,0.536007844,8.251738554,0.598890792,0.213680273,0.053604033,14.2440042,1.365132337,1.099880126,0.461149887,0.991622898,1.331198507,10103.553,216.087784,75.92805854,2.712261392,LC,Sturnidae,Starlings,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Acridotheres cinereus,0.010028824,0.014837857,0.030869932,0.022721923,Pale-bellied Myna,Acridotheres_cinereus,52.08333333,52.5,NA,NA,NA,NA,NA,1.008,34993413052,249.187,82.596,72.115,634.17,305.153,191.285,113.868,251.424,245.218,255.418,239.903,2070.525,340.805,43.09,58.048,911.138,161.92,511.502,307.494,0.663703649,0.153539436,0.115927625,9.526325523,0.657117489,0.663459082,0.183002913,0.630229651,0.716611476,0.64801018,0.730756866,16.4450327,3.555,1.146814319,0.57043237,9.371770646,3.590092807,4.871111755,5.564147887,222.561,234.355,213.405,2009.66,411.344,20.894,74.521,993.403,88.808,525.053,408.384,100.379,64.487,867.777,306.467,151.962,154.505,222.753,218.516,0.630421851,0.619721736,0.647975962,16.79077719,4.998892136,0.6174496,0.609615609,10.74195169,2.333899789,6.505001555,12.92438464,0.46616163,0.101499424,6.171448132,0.748713218,0.658247557,0.674858065,0.65686335,0.69020731,9941.214,232.1797316,257.6281967,27.85161762,LC,Sturnidae,Starlings,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Acridotheres cristatellus,0.010028824,0.014837857,0.031542322,0.022957033,Crested Myna,Acridotheres_cristatellus,58.47222222,58.61111111,1.567629073,-0.559990673,-0.455444962,-0.445276143,-0.539632293,1.002375297,3.23E+12,175.961,87.828,35.32,6083.121,300.393,38.818,261.575,231.275,102.66,249.169,93.123,1399.55,259.318,25.423,68.804,688.72,94.539,586.065,114.243,1.384508701,0.507834926,0.384470308,69.68337437,1.130244223,2.117668387,1.860960383,1.106212946,2.101843988,1.136640837,2.034299448,14.13053522,3.062791467,0.586160093,0.501750274,7.741437687,2.046693292,6.093103042,3.175200758,137.011,213.31,51.42,1271.079,247.324,17.355,74.195,650.008,72.394,568.163,102.076,99.934,37.225,6207.01,271.513,-9.496,281.009,195.003,67.719,1.456411347,1.244907102,2.106411776,14.49934619,3.06732416,0.44169001,0.499185498,7.985851599,1.68476978,6.609508002,2.855890813,0.433702365,0.3574495,69.69095572,1.298216159,2.140990384,1.951893134,1.214550173,2.130321175,8487.999,291.7998985,290.7771648,25.63289382,LC,Sturnidae,Starlings,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Acridotheres fuscus,0.010028824,0.014837857,0.030869932,0.022721923,Jungle Myna,Acridotheres_fuscus,53.88888889,51.11111111,1.30792503,-0.486869815,-0.416008392,-0.445276143,-0.539632293,0.948453608,2.42E+12,248.21,108.047,47.072,3723.556,358.506,120.418,238.088,267.59,214.792,290.566,195.118,1685.124,420.034,9.631,105.41,1062.882,46.712,501.892,128.08,0.78189466,0.526959655,0.325651447,50.70139713,1.384195782,1.365054816,1.989120624,0.757067402,1.289713184,0.942203477,1.166557728,28.9179975,7.841983394,0.726042683,0.868997731,19.20150264,2.447871551,14.48631947,11.13861807,211.816,254.182,155.179,1570.589,381.773,6.855,102.847,955.391,36.699,589.395,65.74,120.335,47.363,3908.779,326.465,69.469,256.996,239.472,173.058,0.79620983,0.868782861,1.147975961,29.18853416,6.885069619,0.433956557,0.669456319,18.19852127,1.633775266,15.38317695,4.725173189,0.493485869,0.227594003,45.88236873,1.189735368,1.222780533,1.559005607,0.802107594,1.278328111,6778.504,281.3985238,455.7393084,28.3186623,LC,Sturnidae,Starlings,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Acridotheres ginginianus,0.011662129,0.014837857,0.028375564,0.021439603,Bank Myna,Acridotheres_ginginianus,52.77777778,53.88888889,1.168701024,-0.651346704,-0.333838709,-0.445276143,-0.539632293,1.021052632,1.61E+12,254.891,129.791,41.842,5473.814,399.644,90.977,308.667,287.888,232.931,318.272,177.619,893.408,276.255,2.052,127.956,672.106,16.808,238.139,27.911,0.333244912,0.52226246,0.106510001,43.16754325,0.829552543,0.840840939,1.461663631,0.635199917,1.278602778,0.498771279,0.78141567,16.51692836,5.046114272,0.063540014,0.67345349,11.72142861,0.383278017,8.110597479,0.659829109,219.86,281.944,140.201,731.788,208.839,2.206,117.735,510.466,15.969,273.048,26.315,140.172,43.905,5580.782,362.582,46.094,316.488,261.065,190.486,0.405786968,0.527861252,0.80978661,16.86060447,4.286608694,0.069226847,0.628786249,10.98088433,0.380910924,9.423592085,0.659565616,0.515037552,0.078243831,40.70629832,0.718245886,0.800751126,1.233877753,0.730776854,1.221004773,5453.428,417.0822525,558.831891,31.23452457,LC,Sturnidae,Starlings,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Acridotheres grandis,0.010028824,0.014837857,0.031542322,0.022957033,White-vented Myna,Acridotheres_grandis,59.86111111,60.27777778,NA,NA,NA,NA,NA,1.006960557,1.71E+12,248.888,98.818,51.515,2575.279,336.044,142.56,193.484,264.451,217.394,276.735,211.246,1781.237,370.92,7.846,84.908,986.081,40.428,564.903,61.779,0.708651991,0.491166082,0.240015379,36.32505511,0.817462114,1.212278028,1.143923207,0.488852304,1.118687725,0.572526472,1.117575259,22.27354214,5.80714237,0.262238542,0.340886696,16.06749959,0.9476206,10.56425345,1.778053327,213.364,244.312,171.747,1670.395,362.106,5.398,87.569,913.847,29.071,644.256,54.036,114.291,51.393,2849.951,312.62,91.073,221.547,234.232,179.498,0.691108628,0.586191331,1.01782167,23.86134608,6.206400097,0.170958541,0.381222467,16.89603426,0.686456978,12.0692932,1.509075217,0.39350879,0.162686871,31.01085061,0.865691066,0.978655935,0.823260316,0.519241551,1.098658749,8636.8,266.3328014,173.2019017,18.48115265,LC,Sturnidae,Starlings,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Acridotheres tristis,0.010028824,0.014950822,0.028973097,0.021653467,Common Myna,Acridotheres_tristis,58.33333333,59.02777778,1.646178881,-0.52709091,-0.377367996,-0.445276143,-0.539632293,1.011904762,1.00E+13,197.6436436,117.6216216,43.81381381,5562.655656,337.3283283,49.77977978,287.5485485,208.847,195.4544545,264.4264264,121.5535536,991.903,219.084,11.973,83.977,560.341,49.164,297.6926927,102.007007,2.418677622,0.684039302,0.364336833,101.7404678,1.958753886,3.45093416,3.069621194,2.834963952,2.601277779,1.767597606,3.48387957,24.683373,6.003390012,0.684105453,1.111983353,15.15698997,2.358391213,10.88177103,5.471610608,157.749,223.981,77.684,898.206,194.248,10.231,80.978,489.034,42.693,324.268,81.5,128.668,44.541,5702.389,299.502,-5.045,304.547,174.07,151.275,2.606847071,1.918418351,3.721452855,23.93033691,5.504053515,0.582510908,1.011087441,14.09248718,2.048595493,11.43067402,4.010622781,0.658569275,0.326003984,101.0034417,2.064301174,3.729942016,3.009059027,3.085426544,2.672908494,12088.061,620.9293247,178.1289802,9.314925364,LC,Sturnidae,Starlings,PASSERIFORMES,PASSERIFORMES,Passeri,-0.57,-0.45,61
Acrobatornis fonsecai,0.024231256,0.034052715,0.033317703,0.031586546,Pink-legged Graveteiro,Acrobatornis_fonsecai,52.63888889,52.08333333,NA,NA,NA,NA,NA,0.98944591,3689543032,233.282,80.907,64.325,1322.016,292.892,168.143,124.749,242.935,223.916,248.116,214.044,1114.68,142.254,58.494,30.383,372.241,200.232,308.746,229.114,0.303187068,0.368787683,0.03750709,7.667185238,0.426511721,0.366142884,0.557920491,0.321097927,0.281343381,0.327618494,0.286038252,7.019950805,0.331667737,0.654793646,0.44045921,0.887857652,2.100609611,1.738826329,2.835615227,204.341,220.114,180.167,1078.808,217.582,36.86,57.66,480.989,158.072,270.95,171.87,97.283,66.248,1610.323,272.059,126.214,145.845,215.833,187.809,0.298277872,0.310663026,0.285083117,6.505103497,0.3322253,0.418633078,0.499750088,1.079314504,1.897826272,1.872994824,2.137188966,0.127110456,0.03799921,3.340267663,0.334085516,0.286521026,0.243146242,0.291901212,0.308719657,11836.329,190.561179,82.12307833,24.80790111,VU,Furnariidae,Ovenbirds,PASSERIFORMES,PASSERIFORMES,Tyranni,NA,NA,NA
Acrocephalus aedon,0.003012574,0.002521309,0.007830181,0.00916437,Thick-billed Warbler,Acrocephalus_aedon,42.63888889,38.19444444,-0.154100004,-1.849800786,-0.126904057,-0.445276143,2.473771992,0.895765472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Acrocephalus aequinoctialis,0.206790331,0.199790552,0.245871844,0.236898614,Kiritimati Reed-warbler,Acrocephalus_aequinoctialis,46.38888889,51.11111111,NA,NA,NA,NA,NA,1.101796407,502204412.6,276.5809045,66.38894472,88.83919598,184.1396985,314.6170854,240.0673367,74.54974874,276.9145729,276.7447236,278.2874372,273.9276382,871.6211055,180.2653266,20.25628141,71.40100503,415.6653266,73.40603015,256.9447236,171.5266332,0.058062203,0.038322171,0.011651637,0.353929014,0.027631232,0.063678658,0.038451354,0.062324554,0.045562405,0.052324248,0.053537207,14.54519171,1.405118738,0.696159557,0.339564254,4.706484461,2.514508815,1.178619904,4.558957507,248.278392,251.0211055,244.5658291,512.6201005,116.2834171,9.68241206,92.6361809,286.9758794,34.61507538,216.1979899,103.0633166,66.35979899,88.6,253.2562814,286.3296482,211.558794,74.77085427,249.9889447,248.1356784,0.044127619,0.060185491,0.045775812,11.97479281,1.321495188,0.443049632,0.444701835,4.159283406,1.37552373,4.169404484,3.5755955,0.035850964,0.020230915,0.590270966,0.020107478,0.055744046,0.044126122,0.061121688,0.033450835,65535,0,NA,NA,EN,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Acrocephalus agricola,0.005378445,0.003029154,0.009201339,0.010102899,Paddyfield Warbler,Acrocephalus_agricola,46.94444444,43.88888889,-1.105433593,-1.707450315,-0.319109052,-0.445276143,2.473771992,0.934911243,7.86E+12,80.206,120.149,28.088,11267.107,299.399,-137.065,436.464,158.735,17.176,218.599,-69.574,378.277,78.529,8.199,60.793,199.566,30.061,128.385,46.748,2.711392855,0.578424908,0.230971002,99.87735038,1.922936162,3.787417234,2.60694013,2.515616645,5.554459744,1.851443232,3.856730597,14.7723187,4.008830738,0.265751807,1.15905287,10.12406837,0.862563212,6.830073988,2.884892216,19.537,167.479,-149.513,294.53,60.902,5.706,58.813,155.639,21.783,104.145,32.189,138.185,29.144,12442.01,253.686,-236.44,490.126,96.212,-14.884,3.051698789,2.058919792,4.441053793,14.27804453,3.587020925,0.189439836,1.033220003,9.28503886,0.651289559,7.103656376,0.887210472,0.585687463,0.246629459,126.7132696,2.20335112,4.386665845,3.41137063,2.87703987,6.207765048,17450.63,850.3782691,56.70066801,6.215267949,LC,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Acrocephalus arundinaceus,0.164182564,0.170743129,0.203014245,0.203885258,Great Reed-warbler,Acrocephalus_arundinaceus,48.88888889,45.83333333,0.191112913,-1.497300969,0.950619753,-0.445276143,2.473771992,0.9375,3.63E+13,188.13,125.915,49.043,5468.46,332.549,44.293,288.256,213.177,162.359,254.933,115.532,611.297,113.541,10.634,72.687,293.112,40.287,151.505,121.051,2.818131112,0.900454659,0.597665756,127.0846293,2.057576054,3.974886523,3.258684011,2.259290611,4.221328432,1.80379827,4.25819859,17.19622263,3.202425307,0.501377526,1.346887946,8.464928379,1.773643832,4.361227841,6.860306422,130.7,202.872,49.842,548.941,104.106,8.445,73.113,265.73,33.909,151.759,98.404,138.307,50.396,6026.66,284.576,-31.742,316.318,159.178,107.317,3.731581528,2.252072256,5.728505635,16.7515404,3.199221121,0.427082398,1.216809293,8.302026303,1.614803489,4.913014006,6.053428184,0.887698575,0.597709328,164.0074102,2.60791784,5.610155906,4.271452468,2.914050103,5.329294314,21430.172,859.3438144,41.71778396,5.661000673,LC,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,-0.78,-0.82,70
Acrocephalus atyphus,0.206790331,0.199790552,0.246592177,0.237122257,Tuamotu Reed-warbler,Acrocephalus_atyphus,44.02777778,43.47222222,NA,NA,NA,NA,NA,0.987381703,611157152.3,NA,NA,NA,NA,NA,NA,NA,NA,251.8631347,NA,NA,1535.133554,205.3708609,63.97461369,36.76490066,581.2428256,217.6986755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254811202,NA,NA,3.008079007,0.566454368,0.304652767,0.173419796,1.728089181,0.924535857,NA,NA,240.5824635,251.4311065,227.434238,1446.36952,199.1753653,64.08246347,35.31837161,544.9979123,225.5824635,372.0020877,228.6033403,48.23173278,63.55741127,948.9237996,278.5782881,202.8590814,75.71920668,243.7348643,228.8632568,0.155480313,0.081133129,0.230067141,3.215602837,0.503778281,0.276367035,0.119881279,1.43703948,0.764612933,1.15747342,0.781827301,0.091469158,0.168681662,6.382462356,0.093608901,0.246842209,0.177556364,0.205398355,0.275902118,51828.917,808.6755748,14.10457258,0.466889318,LC,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Acrocephalus australis,0.206790331,0.199790552,0.248503078,0.236898614,Australian Reed-warbler,Acrocephalus_australis,45.41666667,42.22222222,-0.388056605,-0.544422432,0.847293753,-0.445276143,-0.539632293,0.929663608,5.36E+12,213.679,125.083,56.66,3973.263,331.79,94.241,237.549,237.233,193.077,261.365,160.071,1031.999,149.634,42.514,48.868,401.371,145.868,303.886,201.354,1.371381291,0.832474098,0.447462426,66.83893104,1.440880994,2.077197552,2.582780353,2.085170652,1.649781455,1.295639014,1.830056575,32.84788051,4.1806394,1.962180919,0.919142752,11.36736391,6.319415922,8.618618543,8.06478589,176.911,226.003,121.57,905.864,146.783,28.501,57.084,382.931,101.609,286.936,146.798,132.368,55.504,4100.272,301.121,49.581,251.54,200.918,153.071,1.395732477,1.221787115,1.856181163,25.45685871,3.826376755,1.202762918,0.928367821,9.984681172,4.067385615,7.752880436,5.74661542,0.753484117,0.389054427,62.8473496,1.286839662,2.036484399,2.356076717,2.042174271,1.642199372,6556.399,306.3597008,46.71163131,10.72283212,LC,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Acrocephalus baeticatus,0.005378445,0.003029154,0.011283632,0.009349044,African Reed Warbler,Acrocephalus_baeticatus,44.86111111,43.33333333,-0.956887797,0.26478334,-0.543856786,2.244888527,-0.539632293,0.965944272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Acrocephalus bistrigiceps,0.005378445,0.003029154,0.010278481,0.009349044,Black-browed Reed-warbler,Acrocephalus_bistrigiceps,45.83333333,41.25,-1.201014026,-1.515151551,0.877541887,-0.445276143,2.473771992,0.9,6.25E+12,96.152,109.36,31.837,9999.314,280.999,-113.01,394.009,209.806,-31.089,216.769,-40.39,1021.69,214.543,16.147,83.94,544.752,59.712,426.656,77.674,3.415658006,0.666332048,0.474779788,162.2243278,1.496924775,5.820838089,4.682778164,1.562834225,5.488385323,1.628138346,5.556421665,21.83860766,4.42797438,0.781323145,0.77485405,11.99639613,2.643289624,6.38006747,4.367968506,36.08,171.169,-115.822,871.041,191.407,8.927,87.225,473.45,36.855,397.27,46.3,121.466,31.289,11200.27,243.912,-197.275,441.187,166.365,-109.169,3.986162201,1.962928304,6.269017379,21.71955779,4.827845632,0.39591719,0.637396776,12.15330327,1.517446744,8.265878407,2.060546493,0.604306239,0.442399363,178.7308213,1.882270756,6.392977048,4.844544111,1.880164566,6.345560225,6848.667,341.013761,214.5662586,24.55308363,LC,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Acrocephalus brevipennis,0.08923279,0.095937425,0.146505086,0.146064685,Cape Verde Warbler,Acrocephalus_brevipennis,43.33333333,46.80555556,-0.537327317,0.666380735,-0.552758514,-0.445276143,-0.539632293,1.080128205,1388988987,219.163,67.373,61.277,1478.137,271.734,162.78,108.954,238.354,209.777,238.354,200.38,351.221,140.941,0,150.305,299.087,0.122,299.087,5.788,0.811750806,0.177953754,0.102042558,3.0643202,0.816884658,0.78840166,0.177841254,0.815627324,0.798788667,0.815627324,0.819860825,2.856875898,0.983383222,0,0.205806539,2.299400938,0.016594921,2.299400938,0.125390505,194.217,213.302,173.275,365.551,146.366,0,157.833,309.13,0.139,308.051,10.29,69.273,60.24,1520.146,249.61,135.536,114.074,212.59,189.701,0.825981935,0.827318108,0.821372039,3.186736998,1.112200987,0,0.230829793,2.603033016,0.016369085,2.545034695,0.130655926,0.179250109,0.109674192,3.301943597,0.835141522,0.800910833,0.178017455,0.851481603,0.819384519,16360.049,745.8148124,204.8622963,17.7820889,EN,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Acrocephalus caffer,0.206790331,0.199790552,0.246204995,0.237122257,Tahiti Reed-warbler,Acrocephalus_caffer,42.08333333,43.47222222,NA,NA,NA,NA,NA,1.0330033,266979778.2,232.188,63.031,67.953,1027.251,278.6,186.51,92.09,241.279,217.714,243.859,217.714,2135.807,344.015,78.37,51.788,941.522,249.823,820.825,249.823,0.316314259,0.018176066,0.011955498,0.696619895,0.323646021,0.309081593,0.019190317,0.308522844,0.32848456,0.312590518,0.32848456,5.21803753,0.448242899,0.354935317,0.100951708,1.435776783,1.102290668,2.147049183,1.102290668,209.098,220.829,194.633,2079.366,328.884,77.196,49.04,885.535,249.651,740.395,249.651,63.171,68.203,1042.144,255.563,163.59,91.973,218.562,194.633,0.315486811,0.314433821,0.330922681,5.126998162,0.470469857,0.34404062,0.101600801,1.334532034,1.096475927,2.485075567,1.096475927,0.02154584,0.019135233,0.696363545,0.321034413,0.306864899,0.022995647,0.310622991,0.330922681,11062.255,65.82198762,57.54154495,0.99092558,EN,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Acrocephalus concinens,0.005378445,0.003029154,0.009672926,0.010349202,Blunt-winged Warbler,Acrocephalus_concinens,43.88888889,42.63888889,NA,NA,NA,NA,NA,0.971518987,4.24E+12,160.287,97.073,33.564,7051.587,303.449,2.55,300.899,219.281,84.704,245.635,64.317,1224.285,243.23,18.455,75.25,625.676,71.206,506.105,90.823,2.307294138,0.596769474,0.325379434,88.39198222,1.526288621,3.251135091,2.39359146,2.267637586,3.16774794,1.617559357,3.248937381,21.05420859,4.440707036,0.511671558,0.682117867,11.85093337,1.799398622,10.11719119,2.295559467,118.846,208.299,17.502,1090.771,222.791,11.956,79.846,571.182,52.655,483.435,78.776,107.862,34.756,7320.776,273.6,-52.343,325.943,185.188,43.529,2.480343603,1.834600599,3.497093029,21.45653624,4.506240953,0.302230719,0.650223865,12.15992527,1.31886291,11.14252843,2.18706998,0.560252478,0.335638373,96.03779321,1.799895448,3.515084233,2.683889904,2.28815872,3.463265998,10279.453,508.8387578,315.5811737,22.23315356,LC,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
Acrocephalus dumetorum,0.005707754,0.003029154,0.009370816,0.009349044,Blyth's Reed-warbler,Acrocephalus_dumetorum,49.72222222,48.75,-0.895373446,-1.857860342,0.599960716,-0.445276143,2.473771992,0.980446927,6.98E+12,42.604,100.053,25.311,10781.105,250.656,-159.29,409.946,165.623,-65.507,176.928,-100.04,659.38,121.456,17.711,50.705,315.149,62.73,221.719,86.049,2.711940229,0.560409002,0.272929972,105.4422419,1.576776423,3.978811234,2.953016998,1.613024711,4.145527149,1.581103002,4.005006676,15.58624151,4.915896877,0.302368824,0.847660606,11.81964766,0.974082099,4.993848272,3.079502872,-63.865,102.986,-240.074,507.333,97.662,11.035,52.803,251.873,40.64,188.807,52.87,117.687,25.063,13413.081,177.94,-313.797,491.737,84.082,-211.227,3.707472472,2.488503658,5.133452138,16.06685401,4.342627335,0.195494228,0.82908478,11.03606241,0.653692369,6.922926741,1.928098198,0.65926904,0.289009615,137.3238062,2.825202323,4.974340746,3.711145973,2.567254579,5.361050861,6918.668,400.5035199,108.4051306,21.66007794,LC,Sylviidae,Old World warblers,PASSERIFORMES,PASSERIFORMES,Passeri,NA,NA,NA
